# newdoc id = bar_tweet_1279077789564653569
# sent_id = bar_tweet_1279077789564653569-1
# text = ___ ___________ __ ______ ________ ____ ____ ______ _ ____ ____ ___ ____ ________ _
___	O
___________	B-WOA
__	O
______	O
________	O
____	O
____	O
______	O
_	O
____	O
____	O
___	O
____	O
________	O
_	O

# sent_id = bar_tweet_1279077789564653569-2
# text = ____ _________ ____ ___ ___ _____ ____ _
____	O
_________	O
____	O
___	O
___	O
_____	O
____	O
_	O

# sent_id = bar_tweet_1279077789564653569-3
# text = ______ __ _______ __ ____ ___ ___________ _
______	O
__	O
_______	O
__	O
____	O
___	O
___________	O
_	O

# newdoc id = bar_tweet_1645447959599783936
# sent_id = bar_tweet_1645447959599783936-1
# text = ________ _____ _ ___ ____
________	O
_____	O
_	O
___	O
____	O

# newdoc id = bar_tweet_1659552729927237636
# sent_id = bar_tweet_1659552729927237636-1
# text = ________________ ________________ ___ _ ___ _____ _ ___ ______ __ ____________ ____ ___
________________	O
________________	O
___	O
_	O
___	O
_____	O
_	O
___	O
______	O
__	O
____________	B-WOA
____	O
___	O

# newdoc id = bar_tweet_812582917847339008
# sent_id = bar_tweet_812582917847339008-1
# text = _____ _____ ___ ______________ ___ ______ ______ _____ _ ________________ __ ______ _____ __ _
_____	O
_____	O
___	O
______________	O
___	O
______	O
______	O
_____	O
_	O
________________	O
__	O
______	O
_____	O
__	O
_	O

# sent_id = bar_tweet_812582917847339008-2
# text = _ ____ _ _____ ___ _
_	O
____	O
_	O
_____	O
___	O
_	O

# newdoc id = bar_tweet_923094246994915329
# sent_id = bar_tweet_923094246994915329-1
# text = _ ___ ___ ___________ _ _ ___ _____ _________ _
_	O
___	O
___	O
___________	B-LOC
_	O
_	O
___	O
_____	O
_________	O
_	O

# sent_id = bar_tweet_923094246994915329-2
# text = ___ ___ _____ ___________ ____ _ _ ___ _ _____ _
___	O
___	O
_____	O
___________	O
____	O
_	O
_	O
___	O
_	O
_____	O
_	O

# newdoc id = bar_tweet_1462765400463134723
# sent_id = bar_tweet_1462765400463134723-1
# text = ________ _ ____ ___________ ___ ______ ________ _ ___ ________ _____ ___ __ _ ___ ___ ___ _____ ____ __________ _ __ _____ _ _
________	O
_	O
____	O
___________	O
___	O
______	O
________	O
_	O
___	O
________	O
_____	O
___	O
__	O
_	O
___	O
___	O
___	O
_____	O
____	O
__________	O
_	O
__	O
_____	O
_	O
_	O

# newdoc id = bar_tweet_1601138783239360516
# sent_id = bar_tweet_1601138783239360516-1
# text = __________ ____________ _____ ____ ___ _________ ______________ ______ _ __
__________	O
____________	O
_____	O
____	O
___	O
_________	O
______________	B-LANG
______	O
_	O
__	O

# newdoc id = bar_tweet_1467797363649650688
# sent_id = bar_tweet_1467797363649650688-1
# text = ________________ ___________ __ _____ __ _____ ____ ______ ___ ___ ____ ____ ______ _______
________________	O
___________	O
__	O
_____	B-PER
__	O
_____	O
____	O
______	O
___	O
___	O
____	O
____	O
______	O
_______	O

# newdoc id = bar_tweet_1611305881643225088
# sent_id = bar_tweet_1611305881643225088-1
# text = ________________ _____ _____ __ _ ____ ____ __ ____ ___ ______ _ ______ ______ _
________________	O
_____	O
_____	O
__	O
_	O
____	B-LOCderiv
____	O
__	O
____	O
___	O
______	O
_	O
______	O
______	O
_	O

# sent_id = bar_tweet_1611305881643225088-2
# text = __ _______ ______ __ _____ _______ ___________ _ __ ___ ___ __ __________ _____ _
__	O
_______	B-PER
______	O
__	O
_____	O
_______	O
___________	O
_	O
__	O
___	B-PER
___	O
__	O
__________	B-ORG
_____	O
_	O

# sent_id = bar_tweet_1611305881643225088-3
# text = ___ __ _________ ___________ ___ ________ _ _____ _________ ___ _
___	O
__	O
_________	O
___________	B-PER
___	O
________	O
_	O
_____	O
_________	B-MISC
___	O
_	O

# sent_id = bar_tweet_1611305881643225088-4
# text = ____ ____ _ ____ __ ____ _______ __________ _ _______________________
____	O
____	O
_	O
____	O
__	O
____	O
__	O
_____	O
__________	O
_	O
_______________________	O

# newdoc id = bar_tweet_1201901846744485888
# sent_id = bar_tweet_1201901846744485888-1
# text = __ ___ ____ __ ___ ____ _ ___ _ _____ __ _
__	O
___	O
____	O
__	O
___	O
____	O
_	O
___	O
_	O
_____	O
__	O
_	O

# sent_id = bar_tweet_1201901846744485888-2
# text = _____ ____ _
_____	O
____	O
_	O

# newdoc id = bar_tweet_290153591744913409
# sent_id = bar_tweet_290153591744913409-1
# text = __ ____ ___ ________ ___ _____ _______ ____ ______ ___
__	O
____	O
___	O
________	O
___	O
_____	O
_______	O
____	O
______	O
___	O

# newdoc id = bar_tweet_1243943177582764032
# sent_id = bar_tweet_1243943177582764032-1
# text = __ ________ ____ ___ __ _ ____ _ _ ___ ___ ____ ____ ____ _ _________________
__	O
________	O
____	O
___	O
__	O
_	O
____	O
_	O
_	O
___	O
___	O
____	O
____	O
____	O
_	O
_________________	O

# newdoc id = bar_tweet_1633746713000255488
# sent_id = bar_tweet_1633746713000255488-1
# text = ________ ___ _____________ _ ___ _____ ____ _ ____ _
________	O
___	O
_____________	O
_	O
___	O
_____	O
____	O
_	O
____	O
_	O

# newdoc id = bar_tweet_1431259065716465672
# sent_id = bar_tweet_1431259065716465672-1
# text = __ ____________ _ _________ ____________ ____________ ______ _ _ ______ _ _______ _________ ___ __ _ _ _ _ _
__	O
____________	O
_	O
_________	O
____________	O
____________	O
______	O
_	O
_	O
______	O
_	O
_______	O
_________	O
___	O
__	O
_	O
_	O
_	O
_	O
_	O

# newdoc id = bar_tweet_1651481475571695618
# sent_id = bar_tweet_1651481475571695618-1
# text = _____ _________ __
_____	O
_________	O
__	O

# newdoc id = bar_tweet_1051695930892795907
# sent_id = bar_tweet_1051695930892795907-1
# text = ________ __ ___ __ __ _________ _ ____ __ __ _____ ________ ___ _ __ _ _ ___ _________ ___
________	O
__	O
___	O
__	O
__	O
_________	O
_	O
____	O
__	O
__	O
_____	O
________	O
___	O
_	O
__	O
_	O
_	O
___	O
_________	O
___	O

# sent_id = bar_tweet_1051695930892795907-2
# text = _________ ___ _________ _ __ ___ _
_________	O
___	O
_________	O
_	O
__	O
___	O
_	O

# newdoc id = bar_tweet_1338045876174991360
# sent_id = bar_tweet_1338045876174991360-1
# text = ____ ___ _____ ____ ____________ ___ ____ ___ ____ ___ _______ _______ ________ _
____	O
___	O
_____	O
____	O
____________	O
___	O
____	O
___	O
____	O
___	O
_______	O
_______	O
________	O
_	O

# sent_id = bar_tweet_1338045876174991360-2
# text = __ ____ __ ______ __ _____ _
__	O
____	O
__	O
______	O
__	O
_____	O
_	O

# newdoc id = bar_tweet_1649382644797325314
# sent_id = bar_tweet_1649382644797325314-1
# text = ____ __ ________ __
____	O
__	O
________	O
__	O

# newdoc id = bar_tweet_309908997207642112
# sent_id = bar_tweet_309908997207642112-1
# text = _______________ ________ __ ______ __
_______________	O
________	O
__	O
______	B-PER
__	O

# newdoc id = bar_tweet_1338504854545850368
# sent_id = bar_tweet_1338504854545850368-1
# text = ___ ___ ____ _ _ _ _______________________
___	O
___	O
____	O
_	O
_	O
_	O
_______________________	O

# newdoc id = bar_tweet_1347925278694236160
# sent_id = bar_tweet_1347925278694236160-1
# text = _______________ __ _ ___ _
_______________	O
__	O
_	O
___	O
_	O

# newdoc id = bar_tweet_1158663585008148480
# sent_id = bar_tweet_1158663585008148480-1
# text = ___ _______ ____ ______ __ _ _ _____ _ ____ ___ _ _ _____ __________ _ ________ __ __________ _
___	O
_______	O
____	O
______	O
__	O
_	O
_	O
_____	O
_	O
____	O
___	O
_	O
_	O
_____	O
__________	O
_	O
________	O
__	O
__________	O
_	O

# sent_id = bar_tweet_1158663585008148480-2
# text = __________
__________	O

# newdoc id = bar_tweet_1649442547285078019
# sent_id = bar_tweet_1649442547285078019-1
# text = ___________ _ _______ ________ ______ _________ _
___________	O
_	O
_______	O
________	O
______	O
_________	O
_	O

# newdoc id = bar_tweet_1659483855215108098
# sent_id = bar_tweet_1659483855215108098-1
# text = __ ______________ _ _____ ______ _ ______ _________ _
__	O
______________	O
_	O
_____	O
______	O
_	O
______	O
_________	O
_	O

# sent_id = bar_tweet_1659483855215108098-2
# text = ____ _ _____ ________ ____ _ ___ ___ ____ _ _______________________
____	O
_	O
_____	O
________	O
____	O
_	O
___	O
___	O
____	O
_	O
_______________________	O

# newdoc id = bar_tweet_1640325081745305601
# sent_id = bar_tweet_1640325081745305601-1
# text = ___________ ___ __ ______ _____ _ ___ _____ ____
___________	O
___	O
__	O
______	O
_____	O
_	O
___	O
_____	O
____	O

# newdoc id = bar_tweet_1299227998021967872
# sent_id = bar_tweet_1299227998021967872-1
# text = _________ _____ ___ _______________________
_________	O
_____	O
___	O
_______________________	O

# newdoc id = bar_tweet_1567918724266741762
# sent_id = bar_tweet_1567918724266741762-1
# text = ___________ ______________ _________ _____________ ___ ___ ___ ___ _ ________ _ ___ __ __ _______ __________ __ _ ____ __ _ _______ _
___________	O
______________	O
_________	O
_____________	O
___	O
___	O
___	O
___	O
_	O
________	O
_	O
___	O
__	O
__	O
_______	O
__________	O
__	O
_	O
____	O
__	O
_	O
_______	O
_	O

# sent_id = bar_tweet_1567918724266741762-2
# text = ____ ___ ________ _______ __ _ _____ ______ ___ _ ____ _
____	O
___	O
________	O
_______	B-LOCderiv
__	O
_	O
_____	O
______	O
___	O
_	O
____	O
_	O

# newdoc id = bar_tweet_609977216148090880
# sent_id = bar_tweet_609977216148090880-1
# text = _______ ______ ___ ___ __ _______ ____ ____ __ ____ ___ ___ __ ____ _____ _______ _
_______	O
______	O
___	O
___	O
__	O
_______	O
____	O
____	O
__	O
____	O
___	O
___	O
__	O
____	O
_____	O
_______	O
_	O

# newdoc id = bar_tweet_1630643364088430607
# sent_id = bar_tweet_1630643364088430607-1
# text = _______________ _________ __ ___________ _____ __ __________ __ _______________ _ _ ____ __ _____ ____ _____ __ ___________ __ _ __ ______ _ _ _
_______________	O
_________	O
__	B-LOC
___________	O
_____	O
__	O
__________	O
__	B-LOC
_______________	O
_	O
_	O
____	O
__	O
_____	O
____	O
_____	O
__	O
___________	O
__	B-LOC
_	O
__	B-LOC
______	O
_	O
_	O
_	O

# newdoc id = bar_tweet_1242320560316657665
# sent_id = bar_tweet_1242320560316657665-1
# text = ________ ____ _____ _____ ____ _ _____ ____ _____ __________ __ __ ______ ___________
________	O
____	O
_____	O
_____	B-PER
____	O
_	O
_____	O
____	O
_____	O
__________	O
__	O
__	O
______	O
___________	O

# newdoc id = bar_tweet_1622715809167540253
# sent_id = bar_tweet_1622715809167540253-1
# text = ____________ ________ ___________ ___________ _____________ __________ ___ __________
____________	O
________	O
___________	O
___________	O
_____________	O
__________	O
___	O
__________	O

# newdoc id = bar_tweet_783292532289667072
# sent_id = bar_tweet_783292532289667072-1
# text = ______________ ______ _ ___ ____ ___ ___ _ ___ ___ ___ _ ___ _ _____ _
______________	O
______	O
_	O
___	O
____	O
___	O
___	O
_	O
___	O
___	O
___	O
_	O
___	O
_	O
_____	O
_	O

# newdoc id = bar_tweet_1630322192146636800
# sent_id = bar_tweet_1630322192146636800-1
# text = ________ _____ ____ ___ ___ _ _
________	O
_____	O
____	O
___	O
___	O
_	O
_	O

# newdoc id = bar_tweet_1651979148288569345
# sent_id = bar_tweet_1651979148288569345-1
# text = __________ _ _ _ ___ _ _________ ___ _______ _ ___ ____ __ ___________ __ __________ _ ____ _ ___ ____ __ ___ _____ ___ _
__________	O
_	O
_	O
_	O
___	O
_	O
_________	O
___	O
_______	O
_	O
___	O
____	O
__	O
___________	O
__	O
__________	O
_	O
____	O
_	O
___	O
____	O
__	O
___	O
_____	O
___	O
_	O

# newdoc id = bar_tweet_1079885898299441158
# sent_id = bar_tweet_1079885898299441158-1
# text = ___________ _____ _____ _ _____ _____ ____ _ ___ ______ ______ __ ___ ___ ____
___________	O
_____	O
_____	B-PER
_	O
_____	O
_____	O
____	O
_	O
___	O
______	O
______	O
__	O
___	O
___	O
____	O

# newdoc id = bar_tweet_1638774468469465088
# sent_id = bar_tweet_1638774468469465088-1
# text = ____ _____ ____ ______ _______ _______ ___ __ _ _ _ _ _ _ _ __ ______ __________ ______ ___ _____ ____ ___ ____ ___ __________ _
____	O
_____	O
____	O
______	O
_______	O
_______	O
___	O
__	O
_	O
_	O
_	O
_	O
_	O
_	O
_	O
__	O
______	O
__________	O
______	O
___	O
_____	O
____	O
___	O
____	O
___	O
__________	O
_	O

# sent_id = bar_tweet_1638774468469465088-2
# text = ______ ______ _ _ _______________________
______	O
______	O
_	O
_	O
_______________________	O

# newdoc id = bar_tweet_347088744618270722
# sent_id = bar_tweet_347088744618270722-1
# text = _____ _____ ___ _____ _ _ __ __ ___ ______ ___ __ _____ _ ____ ______ _ _ _ __ ________ ___ ___ __ ______ ____ ______ ___ ______________________
_____	O
_____	O
___	O
_____	O
_	O
_	O
__	O
__	O
___	O
______	O
___	O
__	O
_____	O
_	O
____	O
______	O
_	O
_	O
_	O
__	O
________	O
___	O
___	O
__	O
______	O
____	O
______	B-LOC
___	O
______________________	O

# newdoc id = bar_tweet_324204076336312322
# sent_id = bar_tweet_324204076336312322-1
# text = _____________ ______ _____ __ ____ __ ___ ___ ____ __
_____________	O
______	O
_____	O
__	O
____	O
__	O
___	O
___	O
____	O
__	O

# newdoc id = bar_tweet_1656532255165018112
# sent_id = bar_tweet_1656532255165018112-1
# text = _____ _____ __ __ ____ __
_____	O
_____	O
__	O
__	O
____	O
__	O

# newdoc id = bar_tweet_635378205285818369
# sent_id = bar_tweet_635378205285818369-1
# text = ___ _____ ___ ____ _ ________ __ ____ ______ _____ ____ _ _____ ___ _______ _ _____ ______________________
___	O
_____	O
___	O
____	O
_	O
________	O
__	O
____	O
__	O
____	O
_____	O
____	O
_	O
_____	O
___	O
_______	O
_	O
_____	O
______________________	O

# newdoc id = bar_tweet_1651685318079180811
# sent_id = bar_tweet_1651685318079180811-1
# text = _____ ____ ___ _____ __
_____	O
____	O
___	O
_____	O
__	O

# newdoc id = bar_tweet_1538769857554092038
# sent_id = bar_tweet_1538769857554092038-1
# text = _____ ____________ ______ __ __ _ ____ __ ___ ______ ______ _____ _
_____	O
____________	O
______	O
__	O
__	O
_	O
____	O
__	O
___	O
______	O
______	O
_____	O
_	O

# sent_id = bar_tweet_1538769857554092038-2
# text = ___ _____ ___ __ ____ ____ __ __ _________ _
___	O
_____	O
___	O
__	O
____	O
____	O
__	O
__	O
_________	O
_	O

# sent_id = bar_tweet_1538769857554092038-3
# text = ___ ______ ______ __ ____ _
___	O
______	O
______	O
__	O
____	O
_	O

# sent_id = bar_tweet_1538769857554092038-4
# text = ___ _________ _______ __ _______ __________ _ ____ ___ __ ________ ______ ___ _
___	O
_________	O
_______	O
__	O
_______	O
__________	O
_	O
____	O
___	O
__	O
________	O
______	O
___	O
_	O

# sent_id = bar_tweet_1538769857554092038-5
# text = ___ __ ___ ________ ___ _
___	O
__	O
___	O
________	O
___	O
_	O

# sent_id = bar_tweet_1538769857554092038-6
# text = _ _____ ___ _____ _______ _____ _____ ____ __ ___________ _
_	O
_____	O
___	O
_____	B-PER
_______	I-PER
_____	O
_____	O
____	O
__	O
___________	B-LOC
_	O

# newdoc id = bar_tweet_1563404222070067200
# sent_id = bar_tweet_1563404222070067200-1
# text = ___________ __ _____ _____ ____ _______ _
___________	O
__	O
_____	O
_____	O
____	O
_______	O
_	O

# sent_id = bar_tweet_1563404222070067200-2
# text = ____ ____ _ ___ __________ _ _____ _
____	O
____	O
_	O
___	O
__________	O
_	O
_____	B-PER
_	O

# sent_id = bar_tweet_1563404222070067200-3
# text = ____ ___ ___ _ ___ _ _ _ __
____	O
___	O
___	O
_	O
___	O
_	O
_	O
_	O
__	O

# sent_id = bar_tweet_1563404222070067200-4
# text = _____ _____ ___ _ ____________ ________ ________ _
_____	O
_____	O
___	O
_	O
____________	O
________	O
________	O
_	O

# sent_id = bar_tweet_1563404222070067200-5
# text = _________________________
_________________________	O

# newdoc id = bar_tweet_1102096736569442304
# sent_id = bar_tweet_1102096736569442304-1
# text = _______ ___ ___________ ___ _ ___ _________ ____ ___ __ ______________ ___ _____ ___________ ______________ _ _______ __ __________ ________________ _
_______	O
___	O
___________	O
___	O
_	O
___	O
_________	O
____	O
___	O
__	O
______________	O
___	O
_____	O
___________	O
______________	O
_	O
_______	O
__	O
__________	O
________________	O
_	O

# sent_id = bar_tweet_1102096736569442304-2
# text = __ ______ _____ ____ ___ ________ ___ __ ________ ____ _____ _____ _
__	O
______	O
_____	O
____	O
___	O
________	O
___	O
__	O
________	O
____	O
_____	O
_____	O
_	O

# sent_id = bar_tweet_1102096736569442304-3
# text = _____ ___ __ _ __ ____ ____ ________ _________________ ___ __ _______ _
_____	O
___	O
__	O
_	O
__	O
____	O
____	O
________	O
_________________	O
___	O
__	O
_______	O
_	O

# newdoc id = bar_tweet_1075084309143392256
# sent_id = bar_tweet_1075084309143392256-1
# text = _____ _ __ ____ _____ _ _______________________
_____	O
_	O
__	O
____	O
_____	O
_	O
_______________________	O

# newdoc id = bar_tweet_1554918579409149954
# sent_id = bar_tweet_1554918579409149954-1
# text = ______________ ________________ _________ _____ ___ _
______________	O
________________	O
_________	O
_____	O
___	O
_	O

# sent_id = bar_tweet_1554918579409149954-2
# text = _ ______ ________ ___ _ ___ _____________ _ ____ ____ _______ _ _ _____ _ _ _ ____ ____ _____ ___ _
_	O
______	B-LOCderiv
________	O
___	O
_	O
___	O
_____________	O
_	O
____	O
____	O
_______	O
_	O
_	O
_____	O
_	O
_	O
_	O
____	O
____	O
_____	O
___	O
_	O

# newdoc id = bar_tweet_801656935414173696
# sent_id = bar_tweet_801656935414173696-1
# text = _____ _____ _ _____ __________ _ __ ____ ____ ________ __ ____ ___ _____ __ ___ _ __ ___ _
_____	O
_____	B-LOC
_	O
_____	O
__________	O
_	O
__	O
____	O
____	O
________	O
__	O
____	O
___	O
_____	O
__	O
___	O
_	O
__	O
___	O
_	O

# newdoc id = bar_tweet_1647512810895581186
# sent_id = bar_tweet_1647512810895581186-1
# text = _______________________ ____ _____ ____ ______ ___________ ___ _ __ ___ ____ _ ____ ________ ____ __ __ _______ _
_______________________	O
____	O
_____	O
____	O
______	O
___________	O
___	O
_	O
__	O
___	O
____	O
_	O
____	O
________	O
____	O
__	O
__	O
_______	O
_	O

# newdoc id = bar_tweet_28911255870
# sent_id = bar_tweet_28911255870-1
# text = __ _ ____ _____ _________ ______ ___ ____ _____________________
__	O
_	O
____	O
_____	O
_________	O
______	O
___	O
____	O
_____________________	O

# newdoc id = bar_tweet_1430795207495270400
# sent_id = bar_tweet_1430795207495270400-1
# text = ________ ____ _____ _____ _ _ ____ ___ _______ ___ _______ ___ __________
________	O
____	O
_____	O
_____	B-PER
_	O
_	O
____	O
___	O
_______	O
___	O
_______	B-ORG
___	O
__________	O

# newdoc id = bar_tweet_1652383179649564673
# sent_id = bar_tweet_1652383179649564673-1
# text = ______________ _______________ __ ________ ___ _____ __________ ________ ___ ____ __ ____________ _
______________	O
_______________	O
__	O
________	O
___	O
_____	O
__________	O
________	O
___	O
____	O
__	O
____________	O
_	O

# sent_id = bar_tweet_1652383179649564673-2
# text = ___ ___ ____ ___ ____ __ _______ _
___	O
___	O
____	O
___	O
____	O
__	O
_______	O
_	O

# newdoc id = bar_tweet_1317494111717425153
# sent_id = bar_tweet_1317494111717425153-1
# text = ___________ ________________ __ _ ___ ______________ _
___________	O
________________	O
__	O
_	O
___	O
______________	O
_	O

# sent_id = bar_tweet_1317494111717425153-2
# text = _ ___ ___ __ __ _____ _ _____ ___ _____ ___ __ __ ____ _
_	O
___	O
___	O
__	O
__	O
_____	O
_	O
_____	O
___	O
_____	O
___	O
__	O
__	O
____	B-LOC
_	O

# sent_id = bar_tweet_1317494111717425153-3
# text = _____ _____ _____ ____ __ ___ ___ ____ _____ __ _ ____ _ _ _____ ___ _ __ __ __ ____ ____ __ __ _____ ___
_____	O
_____	O
_____	O
____	O
__	O
___	O
___	O
____	O
_____	O
__	O
_	O
____	O
_	O
_	O
_____	B-LOCderiv
___	O
_	O
__	O
__	O
__	O
____	O
____	O
__	O
__	O
_____	O
___	O

# newdoc id = bar_tweet_1466433496415625229
# sent_id = bar_tweet_1466433496415625229-1
# text = ____ _ __ ___ ________ ___ __ __ _______ ______ _
____	B-PER
_	O
__	O
___	O
________	O
___	O
__	O
__	O
_______	O
______	O
_	O

# sent_id = bar_tweet_1466433496415625229-2
# text = __ _______ __ ___ _
__	O
_______	O
__	O
___	O
_	O

# sent_id = bar_tweet_1466433496415625229-3
# text = _____ _ __ __ _______________ _
_____	B-PER
_	O
__	O
__	O
